,Country_Name,Country_Code,Indicator_Name,Indicator_Code,Year,Users_Percentage
2466,Ethiopia,ETH,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,0.012541599
2467,European Union,EUU,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,13.62786044
2468,Fragile and conflict affected situations,FCS,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,0.222506469
2469,Finland,FIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,32.29509229
2470,Fiji,FJI,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,0.942462063
2471,France,FRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,9.125317889
2472,Faroe Islands,FRO,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,22.29753835
2473,"Micronesia, Fed. Sts.",FSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,2.797594069
2474,Gabon,GAB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,0.249009564
2475,United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,21.29363827
2476,Georgia,GEO,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,0.416343567
2477,Ghana,GHA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,0.104895466
2478,Gibraltar,GIB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,5.936978297
2479,Guinea,GIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,0.060808919
2480,"Gambia, The",GMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,0.715827015
2481,Guinea-Bissau,GNB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,0.117702448
2482,Equatorial Guinea,GNQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,0.097415945
2483,Greece,GRC,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,6.877292144
2484,Grenada,GRD,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,2.473166147
2485,Greenland,GRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,21.60261331
2486,Guatemala,GTM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,0.592652945
2487,Guam,GUM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,8.497176323
2488,Guyana,GUY,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,0.4
2489,High income,HIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,22.31074619
2490,"Hong Kong SAR, China",HKG,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,21.23068197
2491,Honduras,HND,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,0.573575476
2492,Heavily indebted poor countries (HIPC),HPC,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,0.1009966
2493,Croatia,HRV,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,4.405359119
2494,Haiti,HTI,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,0.070658478
2495,Hungary,HUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,5.857840749
2496,IBRD only,IBD,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,0.965836293
2497,IDA & IBRD total,IBT,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,0.780966177
2498,IDA total,IDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,0.07369152
2499,IDA blend,IDB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,0.076698706
2500,Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,0.444415936
