,Country_Name,Country_Code,Indicator_Name,Indicator_Code,Year,Users_Percentage
3153,Syrian Arab Republic,SYR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,0.35375913
3154,Turks and Caicos Islands,TCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,
3155,Chad,TCD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,0.045934134
3156,East Asia & Pacific (IDA & IBRD countries),TEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,2.812998389
3157,Europe & Central Asia (IDA & IBRD countries),TEC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,3.603857509
3158,Togo,TGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,0.9
3159,Thailand,THA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,5.556326121
3160,Tajikistan,TJK,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,0.051259133
3161,Turkmenistan,TKM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,0.175209518
3162,Latin America & the Caribbean (IDA & IBRD countries),TLA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,5.628931465
3163,Timor-Leste,TLS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,
3164,Middle East & North Africa (IDA & IBRD countries),TMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,1.150888512
3165,Tonga,TON,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,2.825371839
3166,South Asia (IDA & IBRD),TSA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,0.66454297
3167,Sub-Saharan Africa (IDA & IBRD countries),TSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,0.640984266
3168,Trinidad and Tobago,TTO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,15.38462722
3169,Tunisia,TUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,4.297966035
3170,Turkiye,TUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,5.189481461
3171,Tuvalu,TUV,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,5.7
3172,Tanzania,TZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,0.171300351
3173,Uganda,UGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,0.237945087
3174,Ukraine,UKR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,1.238759547
3175,Upper middle income,UMC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,3.663949865
3176,Uruguay,URY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,11.12143768
3177,United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,49.08083159
3178,Uzbekistan,UZB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,0.597567994
3179,St. Vincent and the Grenadines,VCT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,5.094809778
3180,"Venezuela, RB",VEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,4.636000948
3181,British Virgin Islands,VGB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,
3182,Virgin Islands (U.S.),VIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,18.37576604
3183,Vietnam,VNM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,1.265651236
3184,Vanuatu,VUT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,2.830572239
3185,World,WLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,8.057604668
3186,Samoa,WSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,1.689902831
3187,Kosovo,XKX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,
3188,"Yemen, Rep.",YEM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,0.090802459
3189,South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,6.346619318
3190,Zambia,ZMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,0.233129556
3191,Zimbabwe,ZWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,0.799846046
3192,Aruba,ABW,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,18.8
3193,Africa Eastern and Southern,AFE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,1.106896077
3194,Afghanistan,AFG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.004561395
3195,Africa Western and Central,AFW,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.411060803
3196,Angola,AGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.270376746
3197,Albania,ALB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.390081273
3198,Andorra,AND,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,11.26046872
3199,Arab World,ARB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,2.72740392
3200,United Arab Emirates,ARE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,28.31648531
3201,Argentina,ARG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,10.88212438
3202,Armenia,ARM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,1.960405046
3203,American Samoa,ASM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,
3204,Antigua and Barbuda,ATG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,12.5
3205,Australia,AUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,
3206,Austria,AUT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,36.56
3207,Azerbaijan,AZE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,4.999713678
3208,Burundi,BDI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.118228412
3209,Belgium,BEL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,46.33
3210,Benin,BEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.702945595
3211,Burkina Faso,BFA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.200992598
3212,Bangladesh,BGD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.139920289
3213,Bulgaria,BGR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,9.08
3214,Bahrain,BHR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,18.05072089
3215,"Bahamas, The",BHS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,18.0
3216,Bosnia and Herzegovina,BIH,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,2.648267914
3217,Belarus,BLR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,8.950971315
3218,Belize,BLZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,5.684251214
3219,Bermuda,BMU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,52.03159737
3220,Bolivia,BOL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,3.117192947
3221,Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,9.149425086
3222,Barbados,BRB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,27.83632242
3223,Brunei Darussalam,BRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,15.32987986
3224,Bhutan,BTN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,1.675802584
3225,Botswana,BWA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,3.385922351
3226,Central African Republic,CAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.128537117
3227,Canada,CAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,61.59329927
3228,Central Europe and the Baltics,CEB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,18.25547593
3229,Switzerland,CHE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,61.4
3230,Channel Islands,CHI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,
3231,Chile,CHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,22.1
3232,China,CHN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,4.595704331
3233,Cote d'Ivoire,CIV,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.497929361
3234,Cameroon,CMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.360871584
3235,"Congo, Dem. Rep.",COD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.092790702
3236,"Congo, Rep.",COG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.157249517
3237,Colombia,COL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,4.6
3238,Comoros,COM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.554869675
3239,Cabo Verde,CPV,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,3.518757175
3240,Costa Rica,CRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,19.89485113
3241,Caribbean small states,CSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,10.59382042
3242,Cuba,CUB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,3.770585038
3243,Curacao,CUW,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,
3244,Cayman Islands,CYM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,
3245,Cyprus,CYP,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,28.32
3246,Czechia,CZE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,23.93
3247,Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,48.82
3248,Djibouti,DJI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.486971705
3249,Dominica,DMA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,18.42489277
3250,Denmark,DNK,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,64.25
3251,Dominican Republic,DOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,6.823725733
3252,Algeria,DZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,1.59164126
3253,East Asia & Pacific (excluding high income),EAP,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,4.40527733
3254,Early-demographic dividend,EAR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,2.828285848
3255,East Asia & Pacific,EAS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,9.03017047
3256,Europe & Central Asia (excluding high income),ECA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,4.91684719
3257,Europe & Central Asia,ECS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,23.00713358
3258,Ecuador,ECU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,4.260796915
3259,"Egypt, Arab Rep.",EGY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,2.719999715
3260,Euro area,EMU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,35.08318583
3261,Eritrea,ERI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.227090138
3262,Spain,ESP,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,20.39
3263,Estonia,EST,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,41.52
3264,Ethiopia,ETH,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.072402262
3265,European Union,EUU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,32.12826306
3266,Fragile and conflict affected situations,FCS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.668350951
3267,Finland,FIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,62.43
3268,Fiji,FJI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,6.1526497
3269,France,FRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,30.18
3270,Faroe Islands,FRO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,53.29922183
3271,"Micronesia, Fed. Sts.",FSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,5.570099705
3272,Gabon,GAB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,1.939530106
3273,United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,56.48
3274,Georgia,GEO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,1.58787563
3275,Ghana,GHA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.830284034
3276,Gibraltar,GIB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,23.67023975
3277,Guinea,GIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.402022749
3278,"Gambia, The",GMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,1.796779883
3279,Guinea-Bissau,GNB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,1.022993234
3280,Equatorial Guinea,GNQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.321197997
3281,Greece,GRC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,14.67
3282,Grenada,GRD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,14.75884055
3283,Greenland,GRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,44.15478903
3284,Guatemala,GTM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,3.39174627
3285,Guam,GUM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,31.19229426
3286,Guyana,GUY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,1.5
3287,High income,HIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,44.19873063
3288,"Hong Kong SAR, China",HKG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,43.08238303
3289,Honduras,HND,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,2.597402597
3290,Heavily indebted poor countries (HIPC),HPC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.397566876
3291,Croatia,HRV,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,17.76
3292,Haiti,HTI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.893432988
3293,Hungary,HUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,16.67
3294,IBRD only,IBD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,4.486887469
3295,IDA & IBRD total,IBT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,3.670504233
3296,IDA total,IDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.709230166
3297,IDA blend,IDB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,1.416313453
3298,Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,2.134135733
3299,IDA only,IDX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.354222033
3300,Isle of Man,IMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,
3301,India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,1.537875582
3302,Not classified,INX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,
3303,Ireland,IRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,25.85
3304,"Iran, Islamic Rep.",IRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,4.626175115
3305,Iraq,IRQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.5
3306,Iceland,ISL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,79.12
3307,Israel,ISR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,17.76459906
3308,Italy,ITA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,28.04
3309,Jamaica,JAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,6.1
3310,Jordan,JOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,6.025532412
3311,Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,46.59420112
3312,Kazakhstan,KAZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,1.674770995
3313,Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,1.207773885
3314,Kyrgyz Republic,KGZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,2.99926518
3315,Cambodia,KHM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.226983238
3316,Kiribati,KIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,2.5
3317,St. Kitts and Nevis,KNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,21.15238176
3318,"Korea, Rep.",KOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,59.4
3319,Kuwait,KWT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,10.24896793
3320,Latin America & Caribbean (excluding high income),LAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,8.474000318
3321,Lao PDR,LAO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.267899241
3322,Lebanon,LBN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,7.0
3323,Liberia,LBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.032713307
3324,Libya,LBY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,2.244418222
3325,St. Lucia,LCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,14.64183577
3326,Latin America & Caribbean,LCN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,8.842317922
3327,Least developed countries: UN classification,LDC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.235923604
3328,Low income,LIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.298729119
3329,Liechtenstein,LIE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,59.47071067
3330,Sri Lanka,LKA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,1.050422706
3331,Lower middle income,LMC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,1.659654644
3332,Low & middle income,LMY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,3.423695846
3333,Lesotho,LSO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,1.083943137
3334,Late-demographic dividend,LTE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,5.907808132
3335,Lithuania,LTU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,17.69
3336,Luxembourg,LUX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,39.84
3337,Latvia,LVA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,21.94
3338,"Macao SAR, China",MAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,25.17188016
3339,St. Martin (French part),MAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,
3340,Morocco,MAR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,2.373253192
3341,Monaco,MCO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,48.04711717
3342,Moldova,MDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,3.787242799
3343,Madagascar,MDG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.339720155
3344,Maldives,MDV,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,5.347765169
3345,Middle East & North Africa,MEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,3.780263065
3346,Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,11.9
3347,Marshall Islands,MHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,2.335444575
3348,Middle income,MIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,3.701533418
3349,North Macedonia,MKD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,17.33
3350,Mali,MLI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.227045578
3351,Malta,MLT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,28.92
3352,Myanmar,MMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.000426494
3353,Middle East & North Africa (excluding high income),MNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,2.833644233
3354,Montenegro,MNE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,
3355,Mongolia,MNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,2.039572603
3356,Northern Mariana Islands,MNP,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,
3357,Mozambique,MOZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.259612611
3358,Mauritania,MRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.363229415
3359,Mauritius,MUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,10.25262467
3360,Malawi,MWI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.215094727
3361,Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,32.33820434
3362,North America,NAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,59.0588592
3363,Namibia,NAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,2.633699769
3364,New Caledonia,NCL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,22.38979742
3365,Niger,NER,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.127152469
3366,Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.320461976
3367,Nicaragua,NIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,1.714729584
3368,Netherlands,NLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,61.29
3369,Norway,NOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,72.84
3370,Nepal,NPL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.31295606
3371,Nauru,NRU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,
3372,New Zealand,NZL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,59.08075328
3373,OECD members,OED,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,40.20830597
3374,Oman,OMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,6.873396039
3375,Other small states,OSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,8.619369998
3376,Pakistan,PAK,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,2.577426737
3377,Panama,PAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,8.518077815
3378,Peru,PER,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,8.96694917
3379,Philippines,PHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,4.332275746
3380,Palau,PLW,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,20.24393947
3381,Papua New Guinea,PNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,1.321656935
3382,Poland,POL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,21.15
3383,Pre-demographic dividend,PRE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.363513133
3384,Puerto Rico,PRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,17.54764757
3385,"Korea, Dem. People's Rep.",PRK,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.0
3386,Portugal,PRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,19.37
3387,Paraguay,PRY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,1.794969598
3388,West Bank and Gaza,PSE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,3.100092235
3389,Pacific island small states,PSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,4.004973038
3390,Post-demographic dividend,PST,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,44.70001922
3391,French Polynesia,PYF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,8.200216486
3392,Qatar,QAT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,10.22612893
3393,Romania,ROU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,6.58
3394,Russian Federation,RUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,4.128271818
3395,Rwanda,RWA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.292784719
3396,South Asia,SAS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,1.466644469
3397,Saudi Arabia,SAU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,6.38470502
3398,Sudan,SDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.439477639
3399,Senegal,SEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,1.006454537
3400,Singapore,SGP,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,47.0
3401,Solomon Islands,SLB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.501919843
3402,Sierra Leone,SLE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.176198957
3403,El Salvador,SLV,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,1.9
3404,San Marino,SMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,50.83483994
3405,Somalia,SOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.115614213
3406,Serbia,SRB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,
3407,Sub-Saharan Africa (excluding high income),SSA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.825539086
3408,South Sudan,SSD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,
3409,Sub-Saharan Africa,SSF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.827155548
3410,Small states,SST,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,8.749815166
3411,Sao Tome and Principe,STP,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,7.580665169
3412,Suriname,SUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,4.161568745
3413,Slovak Republic,SVK,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,40.14
3414,Slovenia,SVN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,27.83888542
3415,Sweden,SWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,70.57
3416,Eswatini,SWZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,1.816203807
3417,Sint Maarten (Dutch part),SXM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,
3418,Seychelles,SYC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,14.30417083
3419,Syrian Arab Republic,SYR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,2.093101019
3420,Turks and Caicos Islands,TCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,
3421,Chad,TCD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.166069665
3422,East Asia & Pacific (IDA & IBRD countries),TEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,4.460758564
3423,Europe & Central Asia (IDA & IBRD countries),TEC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,6.60209598
3424,Togo,TGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,1.0
3425,Thailand,THA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,7.531250335
3426,Tajikistan,TJK,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.055462827
3427,Turkmenistan,TKM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.302132016
3428,Latin America & the Caribbean (IDA & IBRD countries),TLA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,8.868706831
3429,Timor-Leste,TLS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,0.0
3430,Middle East & North Africa (IDA & IBRD countries),TMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,2.830497228
3431,Tonga,TON,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,2.907297316
3432,South Asia (IDA & IBRD),TSA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,1.466644469
